age,job,marital,education,default,housing,loan,contact,day_of_week,campaign,pdays,poutcome,cons_price_idx,cons_conf_idx,prime_rate
54,technician,married,high.school,no,no,no,cellular,mon,3,999,failure,93.075,-47.1,1.405
25,admin.,single,university.degree,no,no,yes,cellular,mon,1,999,nonexistent,93.075,-47.1,1.405
33,housemaid,married,basic.4y,no,yes,no,cellular,mon,2,999,nonexistent,93.075,-47.1,1.405
47,housemaid,single,professional.course,no,yes,no,cellular,tue,2,999,nonexistent,93.075,-47.1,1.405
85,retired,married,basic.4y,unknown,yes,no,cellular,tue,3,999,nonexistent,93.075,-47.1,1.405
27,services,single,high.school,no,yes,no,cellular,tue,1,999,nonexistent,93.075,-47.1,1.405
23,admin.,single,university.degree,no,no,no,cellular,wed,1,999,failure,93.075,-47.1,1.405
64,retired,married,basic.4y,no,yes,no,cellular,wed,1,999,failure,93.075,-47.1,1.405
25,admin.,single,high.school,no,yes,no,cellular,wed,1,999,nonexistent,93.075,-47.1,1.405
54,technician,married,professional.course,no,yes,no,cellular,wed,2,999,nonexistent,93.075,-47.1,1.405
52,blue-collar,married,basic.4y,no,yes,no,cellular,wed,5,999,nonexistent,93.075,-47.1,1.405
26,student,single,high.school,no,yes,no,cellular,thu,4,999,nonexistent,93.075,-47.1,1.406
50,admin.,married,university.degree,no,yes,no,cellular,fri,1,999,nonexistent,93.075,-47.1,1.4
30,technician,single,university.degree,no,no,no,cellular,wed,5,999,nonexistent,93.075,-47.1,1.372
79,retired,married,basic.9y,no,yes,no,cellular,thu,1,999,nonexistent,93.075,-47.1,1.365
53,admin.,single,university.degree,no,no,no,cellular,thu,1,2,success,93.075,-47.1,1.365
60,admin.,married,high.school,no,no,no,cellular,thu,1,2,success,93.075,-47.1,1.365
41,management,married,basic.6y,no,no,no,cellular,thu,1,999,nonexistent,93.075,-47.1,1.365
39,technician,married,basic.9y,no,yes,no,cellular,thu,1,999,nonexistent,93.075,-47.1,1.365
38,self-employed,married,professional.course,no,yes,no,cellular,thu,2,999,nonexistent,93.075,-47.1,1.365
81,retired,married,professional.course,no,yes,no,cellular,thu,2,999,nonexistent,93.075,-47.1,1.365
35,technician,married,professional.course,no,no,no,cellular,thu,2,5,success,93.075,-47.1,1.365
46,technician,married,professional.course,no,yes,no,cellular,thu,2,999,nonexistent,93.075,-47.1,1.365
39,services,married,university.degree,no,no,no,cellular,thu,1,999,nonexistent,93.075,-47.1,1.365
29,admin.,single,university.degree,no,no,no,cellular,thu,1,999,nonexistent,93.075,-47.1,1.365
56,entrepreneur,married,university.degree,no,yes,no,cellular,thu,1,999,nonexistent,93.075,-47.1,1.365
30,admin.,married,university.degree,no,yes,no,cellular,thu,1,999,nonexistent,93.075,-47.1,1.365
24,student,single,high.school,no,no,yes,cellular,thu,1,999,nonexistent,93.075,-47.1,1.365
47,blue-collar,married,high.school,no,no,no,cellular,thu,2,999,nonexistent,93.075,-47.1,1.365
28,admin.,single,university.degree,no,no,yes,telephone,thu,1,999,nonexistent,93.075,-47.1,1.365
30,admin.,married,university.degree,no,yes,no,cellular,thu,2,999,nonexistent,93.075,-47.1,1.365
37,admin.,married,high.school,no,no,no,cellular,thu,3,999,nonexistent,93.075,-47.1,1.365
61,retired,divorced,university.degree,no,no,no,cellular,thu,2,999,nonexistent,93.075,-47.1,1.365
32,blue-collar,married,professional.course,no,yes,no,cellular,thu,2,999,nonexistent,93.075,-47.1,1.365
56,entrepreneur,married,university.degree,no,yes,no,cellular,thu,1,999,nonexistent,93.075,-47.1,1.365
24,student,single,high.school,no,no,yes,cellular,thu,1,999,nonexistent,93.075,-47.1,1.365
59,housemaid,married,professional.course,no,no,no,cellular,mon,2,999,nonexistent,92.893,-46.2,1.354
49,admin.,married,university.degree,no,yes,yes,telephone,mon,1,999,nonexistent,92.893,-46.2,1.354
30,management,single,university.degree,no,yes,yes,cellular,mon,1,999,nonexistent,92.893,-46.2,1.354
41,technician,married,unknown,no,yes,yes,cellular,mon,1,3,success,92.893,-46.2,1.354
28,blue-collar,married,basic.6y,unknown,no,no,cellular,mon,2,999,nonexistent,92.893,-46.2,1.354
57,admin.,single,university.degree,no,no,yes,cellular,mon,3,999,nonexistent,92.893,-46.2,1.354
33,blue-collar,married,high.school,unknown,yes,no,cellular,mon,2,999,nonexistent,92.893,-46.2,1.354
56,housemaid,married,high.school,no,yes,yes,telephone,mon,3,999,failure,92.893,-46.2,1.354
22,student,single,high.school,no,yes,yes,cellular,mon,3,999,nonexistent,92.893,-46.2,1.354
61,technician,divorced,professional.course,no,yes,no,cellular,mon,3,999,nonexistent,92.893,-46.2,1.354
42,admin.,married,university.degree,no,yes,no,cellular,mon,6,999,nonexistent,92.893,-46.2,1.354
40,admin.,married,university.degree,no,no,no,cellular,mon,4,999,nonexistent,92.893,-46.2,1.354
48,unemployed,married,professional.course,no,yes,yes,cellular,mon,4,999,failure,92.893,-46.2,1.354
50,self-employed,married,basic.9y,no,yes,yes,cellular,mon,6,3,success,92.893,-46.2,1.354
31,services,single,basic.9y,no,no,no,cellular,tue,1,999,nonexistent,92.893,-46.2,1.344
35,blue-collar,single,high.school,no,no,no,cellular,tue,1,999,nonexistent,92.893,-46.2,1.344
50,technician,married,unknown,no,yes,yes,cellular,tue,1,999,nonexistent,92.893,-46.2,1.344
51,blue-collar,married,basic.6y,no,unknown,unknown,cellular,tue,2,999,nonexistent,92.893,-46.2,1.344
49,blue-collar,married,basic.6y,unknown,no,no,cellular,tue,1,999,failure,92.893,-46.2,1.344
36,admin.,single,university.degree,no,yes,no,telephone,tue,6,999,nonexistent,92.893,-46.2,1.344
48,blue-collar,married,basic.6y,no,yes,no,cellular,tue,3,999,nonexistent,92.893,-46.2,1.344
48,blue-collar,married,basic.9y,no,yes,no,cellular,tue,2,999,nonexistent,92.893,-46.2,1.344
41,blue-collar,single,basic.9y,no,yes,yes,cellular,wed,1,999,nonexistent,92.893,-46.2,1.334
46,admin.,married,high.school,no,no,no,cellular,wed,1,999,failure,92.893,-46.2,1.334
29,blue-collar,married,basic.9y,no,no,yes,cellular,wed,1,999,nonexistent,92.893,-46.2,1.334
33,blue-collar,married,basic.9y,unknown,no,no,cellular,wed,2,999,nonexistent,92.893,-46.2,1.334
31,blue-collar,married,basic.6y,unknown,yes,no,cellular,wed,2,999,nonexistent,92.893,-46.2,1.334
28,blue-collar,single,high.school,no,no,no,cellular,thu,1,999,nonexistent,92.893,-46.2,1.327
37,blue-collar,married,basic.9y,no,no,no,cellular,thu,1,999,nonexistent,92.893,-46.2,1.327
31,services,divorced,high.school,unknown,yes,no,cellular,thu,1,999,nonexistent,92.893,-46.2,1.327
37,self-employed,married,basic.4y,no,no,no,cellular,thu,1,999,nonexistent,92.893,-46.2,1.327
36,blue-collar,married,basic.9y,no,no,no,cellular,thu,1,999,nonexistent,92.893,-46.2,1.327
29,blue-collar,married,basic.6y,no,no,no,cellular,thu,2,999,nonexistent,92.893,-46.2,1.327
39,management,married,professional.course,no,yes,no,cellular,thu,1,6,success,92.893,-46.2,1.327
32,admin.,married,university.degree,no,no,no,cellular,thu,1,6,success,92.893,-46.2,1.327
41,self-employed,married,basic.9y,no,yes,no,cellular,thu,3,999,failure,92.893,-46.2,1.327
56,blue-collar,married,basic.9y,no,no,no,cellular,thu,1,999,nonexistent,92.893,-46.2,1.327
34,blue-collar,married,basic.9y,no,no,yes,cellular,fri,1,999,nonexistent,92.893,-46.2,1.313
49,blue-collar,single,unknown,unknown,yes,no,cellular,fri,1,999,failure,92.893,-46.2,1.313
34,blue-collar,married,university.degree,no,no,yes,cellular,fri,4,999,nonexistent,92.893,-46.2,1.313
35,admin.,married,university.degree,no,yes,no,cellular,fri,1,999,nonexistent,92.893,-46.2,1.313
34,technician,married,professional.course,no,no,no,cellular,fri,2,999,failure,92.893,-46.2,1.313
33,admin.,single,university.degree,no,no,no,cellular,mon,1,999,nonexistent,92.893,-46.2,1.299
30,blue-collar,married,basic.9y,no,yes,no,cellular,mon,1,999,failure,92.893,-46.2,1.299
30,technician,single,professional.course,no,yes,no,cellular,mon,1,999,nonexistent,92.893,-46.2,1.299
27,technician,single,basic.9y,no,no,yes,cellular,mon,1,12,success,92.893,-46.2,1.299
31,management,single,university.degree,no,yes,yes,cellular,mon,1,999,nonexistent,92.893,-46.2,1.299
26,admin.,single,high.school,no,no,no,cellular,mon,2,999,nonexistent,92.893,-46.2,1.299
45,management,married,basic.9y,unknown,yes,no,cellular,mon,1,999,failure,92.893,-46.2,1.299
35,blue-collar,married,basic.4y,no,no,yes,cellular,mon,2,999,failure,92.893,-46.2,1.299
47,admin.,single,high.school,no,yes,no,cellular,mon,3,999,nonexistent,92.893,-46.2,1.299
31,blue-collar,married,basic.6y,no,no,no,cellular,tue,3,999,failure,92.893,-46.2,1.291
40,services,divorced,high.school,no,no,no,cellular,tue,1,999,nonexistent,92.893,-46.2,1.291
27,blue-collar,single,basic.4y,no,no,no,cellular,tue,1,999,failure,92.893,-46.2,1.291
29,blue-collar,married,basic.4y,unknown,no,no,cellular,tue,1,999,failure,92.893,-46.2,1.291
45,admin.,married,university.degree,no,yes,yes,cellular,tue,1,999,nonexistent,92.893,-46.2,1.291
47,admin.,divorced,high.school,no,yes,no,cellular,tue,1,999,failure,92.893,-46.2,1.291
43,technician,single,university.degree,no,no,yes,telephone,tue,2,999,nonexistent,92.893,-46.2,1.291
32,admin.,married,university.degree,no,yes,no,cellular,tue,2,999,nonexistent,92.893,-46.2,1.291
35,blue-collar,married,basic.9y,no,no,no,cellular,tue,2,999,failure,92.893,-46.2,1.291
47,admin.,divorced,university.degree,unknown,no,no,cellular,wed,2,999,nonexistent,92.893,-46.2,1.281
38,self-employed,married,basic.9y,no,yes,yes,cellular,wed,3,999,nonexistent,92.893,-46.2,1.281
34,blue-collar,married,high.school,no,no,no,cellular,wed,1,999,nonexistent,92.893,-46.2,1.281
24,admin.,married,basic.9y,no,yes,no,cellular,wed,1,10,success,92.893,-46.2,1.281
33,services,single,high.school,no,yes,no,cellular,wed,1,999,failure,92.893,-46.2,1.281
48,admin.,divorced,unknown,no,yes,no,cellular,wed,6,999,nonexistent,92.893,-46.2,1.281
32,blue-collar,married,basic.6y,unknown,yes,no,cellular,wed,1,999,nonexistent,92.893,-46.2,1.281
29,blue-collar,married,basic.9y,no,no,no,cellular,wed,1,999,nonexistent,92.893,-46.2,1.281
33,management,married,basic.9y,no,yes,yes,cellular,wed,1,999,nonexistent,92.893,-46.2,1.281
33,blue-collar,single,basic.6y,unknown,no,no,cellular,wed,1,999,nonexistent,92.893,-46.2,1.281
35,blue-collar,married,basic.6y,no,no,no,telephone,wed,3,999,nonexistent,92.893,-46.2,1.281
45,blue-collar,single,basic.4y,no,yes,no,cellular,wed,2,999,nonexistent,92.893,-46.2,1.281
41,services,married,high.school,no,yes,no,cellular,wed,2,999,nonexistent,92.893,-46.2,1.281
23,services,married,high.school,no,yes,no,cellular,wed,3,999,nonexistent,92.893,-46.2,1.281
51,blue-collar,married,high.school,no,yes,no,cellular,wed,1,999,failure,92.893,-46.2,1.281
34,blue-collar,married,unknown,unknown,yes,no,telephone,wed,3,999,nonexistent,92.893,-46.2,1.281
38,blue-collar,married,basic.9y,no,yes,no,cellular,wed,5,999,nonexistent,92.893,-46.2,1.281
43,admin.,married,high.school,no,yes,no,telephone,wed,2,999,failure,92.893,-46.2,1.281
30,admin.,single,high.school,no,no,no,cellular,wed,2,999,failure,92.893,-46.2,1.281
28,services,single,high.school,no,no,no,cellular,wed,2,999,nonexistent,92.893,-46.2,1.281
44,services,divorced,high.school,no,yes,no,cellular,thu,1,999,nonexistent,92.893,-46.2,1.266
42,blue-collar,married,basic.9y,no,no,no,telephone,thu,1,999,nonexistent,92.893,-46.2,1.266
32,self-employed,single,professional.course,unknown,no,no,cellular,thu,3,999,nonexistent,92.893,-46.2,1.266
33,management,married,professional.course,no,no,no,cellular,thu,1,999,nonexistent,92.893,-46.2,1.266
29,services,married,high.school,no,yes,no,cellular,thu,2,999,nonexistent,92.893,-46.2,1.266
24,admin.,single,high.school,no,no,no,cellular,thu,2,999,nonexistent,92.893,-46.2,1.266
57,admin.,married,basic.9y,no,no,no,cellular,thu,1,999,nonexistent,92.893,-46.2,1.266
23,technician,single,high.school,no,no,no,cellular,thu,1,999,nonexistent,92.893,-46.2,1.266
33,blue-collar,married,basic.9y,unknown,no,no,cellular,thu,2,999,nonexistent,92.893,-46.2,1.266
26,technician,single,professional.course,no,yes,no,cellular,thu,1,999,nonexistent,92.893,-46.2,1.266
31,blue-collar,married,basic.9y,no,no,no,cellular,thu,1,999,nonexistent,92.893,-46.2,1.266
31,blue-collar,married,basic.9y,no,no,no,cellular,thu,2,999,nonexistent,92.893,-46.2,1.266
31,blue-collar,married,basic.4y,no,no,yes,cellular,thu,2,999,failure,92.893,-46.2,1.266
35,services,single,high.school,no,no,yes,telephone,thu,7,999,failure,92.893,-46.2,1.266
44,admin.,married,high.school,no,yes,yes,cellular,fri,4,999,nonexistent,92.893,-46.2,1.25
41,management,married,university.degree,no,no,no,cellular,fri,1,999,nonexistent,92.893,-46.2,1.25
30,management,married,university.degree,no,no,no,cellular,fri,1,999,failure,92.893,-46.2,1.25
45,blue-collar,single,high.school,no,yes,no,cellular,fri,1,999,nonexistent,92.893,-46.2,1.25
54,services,single,basic.6y,unknown,yes,no,cellular,fri,1,999,nonexistent,92.893,-46.2,1.25
58,admin.,married,basic.4y,unknown,no,no,cellular,fri,1,999,nonexistent,92.893,-46.2,1.25
51,admin.,married,high.school,no,no,yes,cellular,fri,1,999,failure,92.893,-46.2,1.25
31,admin.,single,university.degree,no,yes,yes,cellular,fri,4,999,failure,92.893,-46.2,1.25
28,admin.,single,university.degree,no,yes,no,cellular,fri,4,999,failure,92.893,-46.2,1.25
36,technician,married,high.school,no,yes,yes,cellular,fri,1,999,nonexistent,92.893,-46.2,1.25
24,blue-collar,single,high.school,no,yes,no,cellular,fri,3,999,nonexistent,92.893,-46.2,1.25
31,admin.,single,basic.9y,no,no,no,cellular,fri,4,999,nonexistent,92.893,-46.2,1.25
34,management,divorced,unknown,no,yes,no,cellular,fri,3,999,failure,92.893,-46.2,1.25
50,admin.,single,high.school,no,no,yes,cellular,fri,8,999,nonexistent,92.893,-46.2,1.25
41,management,divorced,high.school,no,no,no,cellular,mon,1,999,failure,92.893,-46.2,1.244
33,admin.,single,professional.course,no,yes,no,cellular,mon,1,999,nonexistent,92.893,-46.2,1.244
33,admin.,single,professional.course,no,no,no,cellular,mon,1,999,failure,92.893,-46.2,1.244
46,technician,divorced,professional.course,no,yes,no,cellular,mon,1,999,nonexistent,92.893,-46.2,1.244
30,services,single,high.school,no,no,no,cellular,mon,3,999,nonexistent,92.893,-46.2,1.244
39,technician,married,professional.course,no,yes,yes,cellular,mon,1,999,nonexistent,92.893,-46.2,1.244
32,blue-collar,divorced,basic.4y,no,no,no,cellular,mon,2,999,nonexistent,92.893,-46.2,1.244
58,management,married,university.degree,no,yes,no,cellular,mon,2,999,nonexistent,92.893,-46.2,1.244
37,management,divorced,university.degree,no,yes,no,cellular,mon,3,9,success,92.893,-46.2,1.244
40,technician,single,professional.course,no,yes,no,cellular,fri,1,999,failure,92.893,-46.2,1.259
27,admin.,married,high.school,no,yes,no,cellular,fri,2,999,nonexistent,92.893,-46.2,1.259
55,unemployed,married,basic.9y,no,no,yes,cellular,mon,1,999,nonexistent,92.893,-46.2,1.264
54,admin.,single,university.degree,no,yes,no,cellular,mon,1,999,nonexistent,92.893,-46.2,1.264
54,admin.,single,university.degree,no,no,no,cellular,mon,1,999,nonexistent,92.893,-46.2,1.264
37,technician,married,university.degree,no,yes,no,cellular,mon,1,3,success,92.893,-46.2,1.264
36,admin.,married,university.degree,no,yes,no,cellular,mon,1,999,nonexistent,92.893,-46.2,1.264
30,admin.,single,high.school,no,yes,no,cellular,mon,2,999,nonexistent,92.893,-46.2,1.264
28,self-employed,single,university.degree,no,no,yes,cellular,mon,1,999,nonexistent,92.893,-46.2,1.264
33,blue-collar,married,basic.9y,no,yes,no,cellular,tue,1,999,nonexistent,92.893,-46.2,1.266
27,student,single,high.school,no,yes,yes,cellular,tue,1,999,nonexistent,92.893,-46.2,1.266
35,admin.,married,high.school,no,no,no,cellular,tue,2,999,nonexistent,92.893,-46.2,1.266
25,admin.,single,university.degree,no,yes,no,cellular,tue,1,999,nonexistent,92.893,-46.2,1.266
39,admin.,married,high.school,no,no,no,cellular,tue,2,999,nonexistent,92.893,-46.2,1.266
29,technician,single,high.school,no,no,yes,cellular,tue,1,999,nonexistent,92.893,-46.2,1.266
32,admin.,single,university.degree,no,unknown,unknown,cellular,tue,2,999,nonexistent,92.893,-46.2,1.266
34,admin.,married,university.degree,no,yes,no,telephone,wed,2,999,nonexistent,92.893,-46.2,1.27
24,admin.,single,university.degree,no,yes,no,cellular,wed,2,999,nonexistent,92.893,-46.2,1.27
33,admin.,single,university.degree,no,yes,no,cellular,wed,1,999,nonexistent,92.893,-46.2,1.27
60,admin.,married,university.degree,no,yes,no,cellular,mon,3,3,success,92.963,-40.8,1.266
32,technician,single,university.degree,no,no,no,cellular,mon,1,999,nonexistent,92.963,-40.8,1.266
32,admin.,single,university.degree,no,yes,no,cellular,mon,1,999,nonexistent,92.963,-40.8,1.266
26,technician,divorced,university.degree,no,no,no,cellular,tue,1,999,nonexistent,92.963,-40.8,1.262
32,admin.,single,high.school,no,yes,no,cellular,tue,1,999,nonexistent,92.963,-40.8,1.262
41,entrepreneur,married,high.school,no,yes,no,cellular,tue,1,999,nonexistent,92.963,-40.8,1.262
52,unknown,married,professional.course,unknown,yes,yes,cellular,tue,1,999,nonexistent,92.963,-40.8,1.262
26,admin.,single,university.degree,no,unknown,unknown,cellular,tue,2,3,success,92.963,-40.8,1.262
43,admin.,married,university.degree,no,yes,no,cellular,tue,1,999,nonexistent,92.963,-40.8,1.262
28,admin.,single,high.school,no,yes,no,cellular,tue,1,999,failure,92.963,-40.8,1.262
30,admin.,single,university.degree,no,yes,no,cellular,tue,1,999,nonexistent,92.963,-40.8,1.262
33,admin.,single,university.degree,no,no,no,cellular,tue,3,999,nonexistent,92.963,-40.8,1.262
28,technician,single,professional.course,no,yes,no,cellular,wed,2,999,nonexistent,92.963,-40.8,1.26
31,services,married,high.school,no,no,no,cellular,wed,4,999,nonexistent,92.963,-40.8,1.26
58,blue-collar,married,basic.4y,no,yes,no,cellular,wed,1,999,nonexistent,92.963,-40.8,1.26
29,services,single,high.school,no,yes,yes,cellular,wed,2,999,failure,92.963,-40.8,1.26
40,entrepreneur,married,basic.6y,no,no,no,cellular,wed,1,999,nonexistent,92.963,-40.8,1.26
35,admin.,married,university.degree,no,no,no,cellular,thu,3,999,nonexistent,92.963,-40.8,1.26
53,blue-collar,married,basic.6y,no,yes,no,cellular,thu,2,3,success,92.963,-40.8,1.26
29,admin.,single,university.degree,no,yes,yes,cellular,thu,1,999,nonexistent,92.963,-40.8,1.26
21,student,single,high.school,no,no,no,cellular,thu,1,999,nonexistent,92.963,-40.8,1.26
42,admin.,married,university.degree,no,no,no,cellular,thu,1,999,nonexistent,92.963,-40.8,1.26
30,admin.,married,university.degree,no,yes,no,cellular,thu,2,4,success,92.963,-40.8,1.26
32,admin.,married,university.degree,no,no,yes,cellular,thu,3,3,success,92.963,-40.8,1.26
35,admin.,married,university.degree,no,no,no,cellular,thu,4,999,nonexistent,92.963,-40.8,1.26
53,blue-collar,married,basic.9y,no,no,yes,cellular,thu,2,999,nonexistent,92.963,-40.8,1.26
32,admin.,single,university.degree,no,no,no,cellular,fri,1,999,nonexistent,92.963,-40.8,1.268
59,admin.,married,university.degree,unknown,yes,no,cellular,fri,1,999,nonexistent,92.963,-40.8,1.268
51,admin.,single,university.degree,no,no,no,cellular,fri,2,999,nonexistent,92.963,-40.8,1.268
20,student,single,high.school,no,yes,no,cellular,fri,2,999,nonexistent,92.963,-40.8,1.268
49,services,married,high.school,no,no,no,cellular,tue,4,999,nonexistent,92.963,-40.8,1.286
25,unemployed,married,university.degree,no,no,no,cellular,tue,2,999,nonexistent,92.963,-40.8,1.286
22,technician,single,university.degree,no,yes,no,cellular,fri,4,999,failure,92.963,-40.8,1.268
33,unemployed,married,university.degree,no,yes,no,cellular,mon,3,999,nonexistent,92.963,-40.8,1.26
20,technician,single,unknown,no,no,no,cellular,mon,1,999,nonexistent,92.963,-40.8,1.26
30,admin.,married,university.degree,no,yes,no,cellular,mon,1,999,nonexistent,92.963,-40.8,1.26
35,management,married,university.degree,no,no,no,cellular,tue,2,999,nonexistent,92.963,-40.8,1.252
58,retired,married,basic.4y,no,yes,no,cellular,tue,2,999,nonexistent,92.963,-40.8,1.252
44,unemployed,single,basic.4y,no,yes,no,telephone,tue,2,999,nonexistent,92.963,-40.8,1.252
24,admin.,single,university.degree,no,yes,no,cellular,wed,3,999,failure,92.963,-40.8,1.244
25,admin.,married,university.degree,no,yes,no,cellular,mon,3,999,nonexistent,92.963,-40.8,1.215
40,blue-collar,married,professional.course,no,no,no,telephone,mon,1,999,failure,92.963,-40.8,1.215
32,technician,single,professional.course,no,yes,yes,cellular,mon,1,999,nonexistent,92.963,-40.8,1.215
36,entrepreneur,single,basic.4y,no,no,no,cellular,tue,1,999,nonexistent,92.963,-40.8,1.099
36,entrepreneur,single,basic.4y,no,no,no,cellular,tue,1,999,nonexistent,92.963,-40.8,1.099
56,management,married,professional.course,no,no,no,cellular,wed,2,999,nonexistent,92.469,-33.6,1.085
24,self-employed,single,unknown,no,no,yes,cellular,thu,2,999,nonexistent,92.469,-33.6,1.072
50,admin.,married,university.degree,no,yes,no,cellular,thu,5,999,nonexistent,92.469,-33.6,1.072
47,blue-collar,married,professional.course,no,yes,no,cellular,fri,1,999,nonexistent,92.469,-33.6,1.059
27,admin.,single,unknown,no,yes,no,telephone,tue,1,999,nonexistent,92.469,-33.6,1.044
40,admin.,married,university.degree,no,yes,no,cellular,tue,1,999,nonexistent,92.469,-33.6,1.044
36,technician,married,professional.course,no,yes,no,cellular,wed,3,999,nonexistent,92.469,-33.6,1.029
23,blue-collar,single,high.school,no,no,no,cellular,fri,2,999,nonexistent,92.469,-33.6,1.007
33,admin.,divorced,university.degree,no,no,yes,cellular,thu,3,999,nonexistent,92.469,-33.6,0.927
26,technician,single,university.degree,no,yes,no,cellular,tue,2,999,failure,92.201,-31.4,0.884
59,admin.,married,high.school,no,yes,no,cellular,wed,2,2,success,92.201,-31.4,0.884
31,technician,divorced,professional.course,no,yes,no,cellular,thu,2,999,failure,92.201,-31.4,0.883
36,management,married,university.degree,no,no,no,cellular,mon,2,999,nonexistent,92.201,-31.4,0.884
59,admin.,divorced,professional.course,no,unknown,unknown,cellular,tue,1,4,success,92.201,-31.4,0.883
26,student,single,basic.9y,no,yes,no,cellular,wed,1,999,nonexistent,92.201,-31.4,0.879
32,technician,married,professional.course,no,yes,no,cellular,wed,1,999,nonexistent,92.201,-31.4,0.879
28,admin.,single,university.degree,no,no,no,cellular,thu,5,999,nonexistent,92.201,-31.4,0.873
36,admin.,married,university.degree,no,yes,yes,cellular,thu,2,999,failure,92.201,-31.4,0.873
46,admin.,married,university.degree,no,yes,no,cellular,thu,1,999,failure,92.201,-31.4,0.873
34,housemaid,married,university.degree,no,no,yes,cellular,thu,2,6,success,92.201,-31.4,0.873
39,unemployed,married,high.school,no,no,no,cellular,thu,3,999,nonexistent,92.201,-31.4,0.873
35,technician,married,professional.course,no,yes,no,cellular,fri,1,999,nonexistent,92.201,-31.4,0.869
61,management,married,university.degree,no,yes,no,cellular,fri,2,4,success,92.201,-31.4,0.869
73,retired,married,basic.4y,no,no,no,cellular,mon,1,999,nonexistent,92.201,-31.4,0.861
48,technician,married,high.school,no,yes,no,cellular,mon,1,999,nonexistent,92.201,-31.4,0.861
32,technician,single,university.degree,no,yes,no,cellular,wed,2,999,nonexistent,92.201,-31.4,0.854
74,retired,married,university.degree,no,yes,yes,cellular,wed,3,999,nonexistent,92.201,-31.4,0.854
34,admin.,single,university.degree,no,no,no,cellular,wed,1,999,nonexistent,92.201,-31.4,0.854
24,admin.,single,university.degree,no,no,no,cellular,thu,1,999,failure,92.201,-31.4,0.851
87,retired,divorced,basic.4y,no,no,no,cellular,fri,1,999,nonexistent,92.201,-31.4,0.849
74,retired,married,basic.4y,unknown,yes,no,cellular,mon,2,6,success,92.201,-31.4,0.843
25,admin.,single,university.degree,no,no,no,telephone,tue,3,999,nonexistent,92.201,-31.4,0.838
31,admin.,single,university.degree,no,no,no,cellular,thu,1,3,success,92.201,-31.4,0.829
27,management,single,university.degree,no,yes,no,cellular,tue,2,4,success,92.379,-29.8,0.819
60,retired,married,professional.course,no,yes,no,cellular,thu,1,3,success,92.379,-29.8,0.809
46,admin.,married,high.school,no,yes,yes,cellular,fri,3,999,nonexistent,92.379,-29.8,0.803
59,admin.,married,unknown,no,no,yes,cellular,mon,4,999,failure,92.379,-29.8,0.797
30,management,married,university.degree,no,yes,no,telephone,mon,1,999,failure,92.379,-29.8,0.797
31,admin.,single,high.school,no,yes,no,cellular,fri,1,999,nonexistent,92.379,-29.8,0.773
71,retired,married,unknown,no,yes,no,cellular,fri,4,999,nonexistent,92.379,-29.8,0.773
38,admin.,single,university.degree,unknown,yes,no,cellular,wed,1,3,success,92.379,-29.8,0.768
44,technician,married,professional.course,no,yes,no,cellular,tue,1,4,success,92.379,-29.8,0.755
22,services,single,professional.course,no,yes,yes,cellular,tue,1,3,success,92.379,-29.8,0.755
50,management,married,university.degree,no,yes,no,cellular,thu,2,4,success,92.431,-26.9,0.754
43,management,single,university.degree,no,yes,no,cellular,tue,1,999,nonexistent,92.431,-26.9,0.744
65,retired,married,high.school,no,yes,no,cellular,tue,2,999,nonexistent,92.431,-26.9,0.744
80,retired,divorced,basic.4y,no,no,no,cellular,tue,1,999,nonexistent,92.431,-26.9,0.744
75,retired,married,basic.9y,no,no,no,cellular,mon,1,999,nonexistent,92.431,-26.9,0.743
71,retired,single,university.degree,no,no,no,telephone,tue,1,999,nonexistent,92.431,-26.9,0.742
30,management,married,university.degree,no,yes,no,cellular,tue,2,999,nonexistent,92.431,-26.9,0.742
58,unemployed,married,basic.9y,no,no,yes,cellular,tue,1,999,failure,92.431,-26.9,0.742
74,retired,married,unknown,no,yes,yes,cellular,wed,1,999,nonexistent,92.431,-26.9,0.742
74,retired,married,basic.9y,no,yes,no,cellular,thu,2,6,success,92.431,-26.9,0.74
28,services,married,basic.9y,no,yes,no,cellular,fri,1,2,success,92.431,-26.9,0.739
39,technician,married,university.degree,no,no,no,cellular,fri,1,6,success,92.431,-26.9,0.739
49,admin.,single,high.school,no,yes,no,cellular,fri,2,999,nonexistent,92.431,-26.9,0.739
32,admin.,married,university.degree,no,yes,no,cellular,wed,2,6,success,92.431,-26.9,0.735
29,blue-collar,single,basic.9y,no,no,yes,cellular,wed,2,999,nonexistent,92.431,-26.9,0.735
56,retired,married,professional.course,no,no,no,cellular,thu,1,3,success,92.431,-26.9,0.733
24,admin.,single,university.degree,no,yes,yes,telephone,thu,1,999,nonexistent,92.431,-26.9,0.733
24,student,single,unknown,no,yes,no,cellular,fri,1,999,nonexistent,92.431,-26.9,0.73
65,housemaid,married,basic.4y,no,unknown,unknown,cellular,tue,2,999,nonexistent,92.431,-26.9,0.728
68,retired,divorced,professional.course,no,yes,no,cellular,tue,2,999,nonexistent,92.431,-26.9,0.728
33,admin.,single,university.degree,no,no,no,cellular,thu,1,999,failure,92.431,-26.9,0.722
72,retired,married,basic.6y,no,yes,yes,cellular,thu,3,999,nonexistent,92.431,-26.9,0.722
69,retired,married,basic.4y,no,yes,yes,cellular,fri,3,999,nonexistent,92.431,-26.9,0.72
