age,job,marital,education,default,housing,loan,contact,day_of_week,campaign,pdays,poutcome,cons_price_idx,cons_conf_idx,prime_rate,y
44,blue-collar,married,basic.9y,unknown,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
32,admin.,single,high.school,unknown,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
44,blue-collar,married,basic.9y,unknown,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,yes
47,services,divorced,basic.9y,unknown,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
44,admin.,married,high.school,no,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
24,student,single,high.school,no,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
47,technician,married,professional.course,no,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
39,admin.,married,university.degree,no,yes,no,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,no
39,technician,single,professional.course,no,no,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
41,technician,divorced,high.school,no,yes,no,telephone,mon,1,999,nonexistent,93.918,-42.7,4.96,no
41,technician,divorced,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
31,admin.,single,high.school,no,no,no,cellular,mon,6,999,nonexistent,93.918,-42.7,4.96,yes
40,self-employed,married,high.school,no,yes,no,cellular,mon,7,999,nonexistent,93.918,-42.7,4.96,no
24,blue-collar,single,basic.9y,no,no,yes,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
41,technician,divorced,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
24,blue-collar,single,basic.9y,no,yes,yes,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
22,blue-collar,single,basic.9y,no,yes,yes,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,yes
38,entrepreneur,married,professional.course,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
27,blue-collar,single,basic.9y,no,yes,yes,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
37,admin.,single,high.school,no,no,no,cellular,mon,15,999,nonexistent,93.918,-42.7,4.96,no
56,technician,married,professional.course,no,yes,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
43,admin.,married,high.school,no,no,yes,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
39,admin.,married,university.degree,no,no,no,telephone,mon,3,999,nonexistent,93.918,-42.7,4.96,yes
40,self-employed,married,high.school,no,no,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
43,admin.,married,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
27,blue-collar,single,basic.9y,no,no,no,cellular,mon,5,999,nonexistent,93.918,-42.7,4.96,no
41,technician,single,university.degree,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,yes
43,admin.,married,high.school,no,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
55,admin.,married,university.degree,no,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
43,blue-collar,married,high.school,unknown,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
43,blue-collar,married,high.school,unknown,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
43,services,married,high.school,no,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,yes
40,blue-collar,single,basic.9y,unknown,yes,no,cellular,mon,5,999,nonexistent,93.918,-42.7,4.96,no
29,admin.,single,university.degree,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
43,services,married,high.school,no,yes,yes,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,yes
32,entrepreneur,married,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
19,student,single,basic.9y,unknown,yes,no,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,no
40,admin.,married,university.degree,no,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
39,self-employed,married,high.school,no,no,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
51,blue-collar,married,basic.4y,unknown,no,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
24,blue-collar,single,basic.9y,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
35,technician,married,professional.course,no,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
48,services,divorced,high.school,no,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
37,blue-collar,married,basic.9y,unknown,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
31,services,single,high.school,no,no,no,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,no
47,housemaid,divorced,basic.4y,unknown,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
59,entrepreneur,married,university.degree,unknown,no,no,cellular,mon,5,999,nonexistent,93.918,-42.7,4.96,no
47,housemaid,divorced,basic.4y,unknown,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
32,services,married,basic.4y,unknown,no,no,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,yes
22,blue-collar,single,unknown,unknown,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
56,housemaid,divorced,basic.4y,unknown,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
48,services,divorced,high.school,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
31,blue-collar,single,basic.4y,no,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
38,entrepreneur,married,university.degree,unknown,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
26,blue-collar,single,basic.9y,no,yes,yes,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
39,admin.,single,university.degree,no,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
31,blue-collar,single,basic.4y,unknown,yes,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
36,technician,married,unknown,unknown,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
52,blue-collar,divorced,basic.9y,unknown,yes,yes,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
35,blue-collar,married,basic.4y,unknown,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
32,services,married,university.degree,no,no,no,telephone,mon,10,999,nonexistent,93.918,-42.7,4.96,yes
33,admin.,married,basic.9y,no,yes,yes,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
28,blue-collar,divorced,basic.9y,no,yes,yes,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
35,entrepreneur,single,university.degree,no,yes,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
39,blue-collar,married,basic.6y,no,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
44,admin.,single,basic.9y,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
30,admin.,single,high.school,no,yes,no,telephone,mon,4,999,nonexistent,93.918,-42.7,4.96,no
49,admin.,married,university.degree,unknown,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
36,blue-collar,single,basic.6y,unknown,yes,no,telephone,mon,1,999,nonexistent,93.918,-42.7,4.96,yes
49,admin.,married,university.degree,unknown,yes,no,telephone,mon,1,999,nonexistent,93.918,-42.7,4.96,no
39,blue-collar,married,basic.6y,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
27,blue-collar,single,basic.9y,no,yes,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
35,blue-collar,married,basic.4y,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
37,management,married,university.degree,no,yes,no,cellular,mon,8,999,nonexistent,93.918,-42.7,4.96,no
24,blue-collar,married,basic.9y,no,no,no,telephone,mon,1,999,nonexistent,93.918,-42.7,4.96,no
24,blue-collar,married,basic.9y,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
51,blue-collar,married,basic.4y,unknown,no,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
27,admin.,single,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
33,blue-collar,married,basic.6y,unknown,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
26,admin.,married,university.degree,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
44,admin.,single,basic.9y,no,yes,yes,cellular,mon,5,999,nonexistent,93.918,-42.7,4.96,no
48,blue-collar,married,basic.6y,unknown,yes,yes,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
30,technician,single,university.degree,no,yes,yes,cellular,mon,7,999,nonexistent,93.918,-42.7,4.96,no
23,services,single,high.school,no,yes,yes,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
25,services,single,high.school,no,yes,yes,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
37,admin.,single,high.school,no,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
25,technician,single,professional.course,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
27,technician,single,high.school,no,yes,no,cellular,mon,11,999,nonexistent,93.918,-42.7,4.96,no
39,blue-collar,married,basic.4y,unknown,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
44,admin.,single,basic.9y,no,yes,no,cellular,mon,5,999,nonexistent,93.918,-42.7,4.96,no
41,technician,married,unknown,no,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
44,blue-collar,married,basic.9y,unknown,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
22,services,married,high.school,unknown,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
29,admin.,married,high.school,no,no,no,telephone,mon,1,999,nonexistent,93.918,-42.7,4.96,no
32,admin.,married,high.school,no,yes,no,telephone,mon,3,999,nonexistent,93.918,-42.7,4.96,no
35,services,married,high.school,no,yes,yes,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
25,blue-collar,married,basic.9y,no,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
54,retired,married,basic.4y,unknown,yes,yes,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
42,housemaid,divorced,basic.4y,no,yes,no,cellular,mon,9,999,nonexistent,93.918,-42.7,4.96,no
32,blue-collar,married,basic.9y,unknown,yes,no,cellular,mon,9,999,nonexistent,93.918,-42.7,4.96,no
26,housemaid,married,basic.4y,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
28,blue-collar,married,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
56,blue-collar,married,unknown,unknown,yes,yes,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
22,blue-collar,single,unknown,unknown,no,no,telephone,mon,4,999,nonexistent,93.918,-42.7,4.96,no
57,blue-collar,married,professional.course,unknown,yes,no,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,yes
31,services,single,university.degree,no,yes,no,cellular,mon,9,999,nonexistent,93.918,-42.7,4.96,no
56,blue-collar,married,unknown,unknown,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
30,blue-collar,single,basic.4y,unknown,yes,yes,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
30,services,single,university.degree,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
58,management,married,university.degree,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
30,services,married,high.school,no,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
29,admin.,single,high.school,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
31,admin.,single,high.school,no,yes,yes,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,no
39,technician,single,professional.course,no,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
40,admin.,single,basic.9y,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
40,admin.,single,basic.9y,no,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
44,management,single,high.school,no,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
30,management,single,university.degree,no,no,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
32,technician,single,high.school,no,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
42,blue-collar,married,basic.4y,no,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
32,technician,married,professional.course,no,no,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
33,admin.,single,university.degree,no,yes,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
26,admin.,single,university.degree,no,yes,no,cellular,mon,9,999,nonexistent,93.918,-42.7,4.96,no
46,blue-collar,divorced,basic.9y,unknown,no,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
41,entrepreneur,divorced,high.school,unknown,yes,no,cellular,mon,5,999,nonexistent,93.918,-42.7,4.96,no
31,services,divorced,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
37,admin.,single,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
26,services,single,high.school,no,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
29,admin.,single,university.degree,no,no,yes,telephone,mon,8,999,nonexistent,93.918,-42.7,4.96,yes
29,admin.,married,basic.9y,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,yes
26,services,single,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
26,services,single,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
27,admin.,single,high.school,unknown,no,no,cellular,mon,6,999,nonexistent,93.918,-42.7,4.96,no
33,services,married,high.school,no,no,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,yes
29,technician,married,high.school,no,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
31,services,divorced,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
55,admin.,married,high.school,no,no,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
46,services,married,high.school,no,no,yes,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
25,entrepreneur,single,professional.course,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
30,admin.,single,university.degree,no,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
50,entrepreneur,married,basic.9y,unknown,no,no,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,no
37,admin.,single,high.school,no,yes,no,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
47,blue-collar,married,basic.6y,no,no,yes,cellular,mon,1,999,nonexistent,93.918,-42.7,4.96,no
30,services,married,high.school,no,yes,yes,telephone,mon,9,999,nonexistent,93.918,-42.7,4.96,no
48,admin.,divorced,university.degree,no,no,yes,cellular,mon,5,999,nonexistent,93.918,-42.7,4.96,no
37,admin.,married,high.school,no,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
46,services,married,high.school,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
58,admin.,divorced,university.degree,no,yes,no,cellular,mon,5,999,nonexistent,93.918,-42.7,4.96,no
31,blue-collar,married,basic.9y,no,yes,yes,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
42,blue-collar,married,basic.4y,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
28,technician,single,professional.course,no,yes,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,yes
30,management,married,university.degree,no,no,yes,cellular,mon,5,999,nonexistent,93.918,-42.7,4.96,no
39,technician,single,professional.course,no,no,yes,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,no
35,services,divorced,high.school,unknown,yes,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
46,unemployed,married,basic.9y,no,yes,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
57,admin.,married,university.degree,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
43,admin.,married,high.school,no,yes,no,telephone,mon,10,999,nonexistent,93.918,-42.7,4.96,no
43,admin.,married,high.school,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
22,blue-collar,single,unknown,unknown,unknown,unknown,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
48,services,divorced,high.school,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
22,student,single,university.degree,no,yes,no,telephone,mon,12,999,nonexistent,93.918,-42.7,4.96,no
46,management,married,university.degree,no,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
43,blue-collar,married,basic.9y,unknown,yes,no,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,no
30,blue-collar,single,basic.9y,no,no,yes,cellular,mon,11,999,nonexistent,93.918,-42.7,4.96,yes
35,admin.,married,unknown,unknown,yes,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
32,admin.,married,high.school,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
44,blue-collar,married,basic.9y,unknown,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
33,blue-collar,married,basic.9y,no,no,no,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,no
39,admin.,married,university.degree,no,yes,no,cellular,mon,15,999,nonexistent,93.918,-42.7,4.96,no
33,blue-collar,married,unknown,no,no,no,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,no
35,blue-collar,single,basic.4y,unknown,no,no,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,no
57,blue-collar,married,basic.4y,unknown,yes,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
41,admin.,married,university.degree,no,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,yes
30,blue-collar,single,basic.9y,no,yes,yes,cellular,mon,5,999,nonexistent,93.918,-42.7,4.96,no
49,admin.,married,university.degree,unknown,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
37,technician,divorced,professional.course,unknown,yes,no,cellular,mon,5,999,nonexistent,93.918,-42.7,4.96,yes
30,blue-collar,married,basic.6y,no,no,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
49,management,married,university.degree,no,no,no,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,no
32,blue-collar,married,basic.4y,no,yes,no,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,no
25,admin.,single,basic.9y,no,no,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
43,blue-collar,married,basic.9y,unknown,yes,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
38,housemaid,married,unknown,unknown,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
36,blue-collar,single,basic.6y,unknown,no,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
26,admin.,single,unknown,no,no,yes,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
29,blue-collar,married,unknown,no,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
33,admin.,divorced,high.school,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
27,blue-collar,single,basic.9y,unknown,yes,no,telephone,mon,31,999,nonexistent,93.918,-42.7,4.96,no
55,technician,married,professional.course,unknown,no,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
39,management,married,university.degree,unknown,yes,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,yes
35,entrepreneur,single,university.degree,no,yes,no,cellular,mon,5,999,nonexistent,93.918,-42.7,4.96,no
27,admin.,single,university.degree,no,yes,yes,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,no
46,housemaid,married,basic.4y,unknown,yes,no,cellular,mon,20,999,nonexistent,93.918,-42.7,4.96,no
36,services,married,high.school,no,yes,yes,cellular,mon,7,999,nonexistent,93.918,-42.7,4.96,no
37,blue-collar,single,basic.9y,no,no,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
28,technician,married,basic.9y,no,yes,no,telephone,mon,2,999,nonexistent,93.918,-42.7,4.96,no
27,admin.,single,university.degree,no,no,no,telephone,mon,9,999,nonexistent,93.918,-42.7,4.96,no
23,admin.,single,high.school,no,yes,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
36,admin.,married,university.degree,no,yes,no,cellular,mon,10,999,nonexistent,93.918,-42.7,4.96,no
32,services,married,basic.4y,unknown,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
25,housemaid,single,basic.9y,no,yes,no,cellular,mon,5,999,nonexistent,93.918,-42.7,4.96,no
32,admin.,married,high.school,no,no,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
32,blue-collar,married,basic.4y,unknown,no,no,cellular,mon,5,999,nonexistent,93.918,-42.7,4.96,no
30,admin.,single,high.school,no,no,no,telephone,mon,3,999,nonexistent,93.918,-42.7,4.96,no
27,technician,single,professional.course,no,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
32,blue-collar,married,basic.4y,unknown,yes,yes,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
55,technician,married,professional.course,unknown,no,no,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,no
24,admin.,single,high.school,no,yes,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
43,admin.,married,high.school,no,yes,no,cellular,mon,28,999,nonexistent,93.918,-42.7,4.96,no
36,blue-collar,married,high.school,unknown,yes,no,cellular,mon,5,999,nonexistent,93.918,-42.7,4.96,no
30,management,single,university.degree,no,no,yes,telephone,mon,11,999,nonexistent,93.918,-42.7,4.96,no
33,admin.,married,university.degree,no,no,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
25,admin.,single,high.school,no,no,no,telephone,mon,21,999,nonexistent,93.918,-42.7,4.96,no
33,blue-collar,married,basic.6y,unknown,no,yes,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
29,blue-collar,single,basic.9y,no,yes,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
29,retired,single,basic.4y,unknown,no,no,cellular,mon,7,999,nonexistent,93.918,-42.7,4.96,no
25,services,single,high.school,no,no,no,cellular,mon,2,999,nonexistent,93.918,-42.7,4.96,no
48,blue-collar,married,basic.9y,no,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
36,blue-collar,single,basic.9y,unknown,yes,no,cellular,mon,4,999,nonexistent,93.918,-42.7,4.96,no
45,blue-collar,married,basic.4y,unknown,yes,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
49,admin.,married,university.degree,unknown,no,no,cellular,mon,3,999,nonexistent,93.918,-42.7,4.96,no
24,admin.,single,high.school,no,yes,no,telephone,mon,3,999,nonexistent,93.918,-42.7,4.96,no
45,services,married,high.school,no,yes,no,telephone,tue,4,999,nonexistent,93.918,-42.7,4.961,no
51,technician,married,basic.6y,no,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
31,blue-collar,single,high.school,no,no,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
41,admin.,divorced,high.school,no,no,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
58,retired,married,professional.course,unknown,no,no,telephone,tue,8,999,nonexistent,93.918,-42.7,4.961,no
37,management,married,unknown,no,yes,no,cellular,tue,9,999,nonexistent,93.918,-42.7,4.961,no
45,services,married,high.school,no,no,no,telephone,tue,2,999,nonexistent,93.918,-42.7,4.961,no
53,retired,divorced,basic.4y,unknown,no,yes,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
28,admin.,single,high.school,no,no,no,cellular,tue,14,999,nonexistent,93.918,-42.7,4.961,no
42,admin.,single,university.degree,no,no,no,cellular,tue,4,999,nonexistent,93.918,-42.7,4.961,no
38,blue-collar,divorced,basic.4y,no,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
44,blue-collar,married,professional.course,unknown,no,no,cellular,tue,20,999,nonexistent,93.918,-42.7,4.961,no
44,blue-collar,married,professional.course,unknown,no,no,cellular,tue,11,999,nonexistent,93.918,-42.7,4.961,no
30,unemployed,married,high.school,no,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
48,technician,single,high.school,no,no,yes,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
30,services,single,high.school,unknown,yes,no,cellular,tue,5,999,nonexistent,93.918,-42.7,4.961,no
54,retired,divorced,university.degree,no,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
57,housemaid,divorced,basic.6y,no,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
37,admin.,married,university.degree,no,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
31,admin.,single,high.school,no,no,no,cellular,tue,7,999,nonexistent,93.918,-42.7,4.961,no
27,blue-collar,single,basic.6y,no,no,no,telephone,tue,3,999,nonexistent,93.918,-42.7,4.961,no
28,technician,married,professional.course,no,no,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
38,services,single,high.school,unknown,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
30,admin.,single,high.school,no,yes,no,cellular,tue,7,999,nonexistent,93.918,-42.7,4.961,no
35,admin.,divorced,high.school,no,unknown,unknown,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
31,blue-collar,married,professional.course,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
39,blue-collar,married,basic.6y,unknown,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
31,blue-collar,married,basic.6y,no,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
59,housemaid,married,basic.4y,unknown,no,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
37,admin.,married,university.degree,no,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
33,technician,single,professional.course,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
27,blue-collar,single,high.school,no,no,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,no
56,entrepreneur,married,university.degree,unknown,no,yes,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
30,admin.,single,high.school,no,yes,no,cellular,tue,2,999,nonexistent,93.918,-42.7,4.961,yes
29,technician,married,professional.course,no,yes,yes,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
38,self-employed,single,unknown,no,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
59,retired,married,basic.4y,no,no,no,cellular,tue,5,999,nonexistent,93.918,-42.7,4.961,no
22,blue-collar,single,basic.6y,unknown,yes,no,cellular,tue,3,999,nonexistent,93.918,-42.7,4.961,no
33,blue-collar,married,basic.6y,no,yes,no,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
37,admin.,married,high.school,no,no,yes,cellular,tue,1,999,nonexistent,93.918,-42.7,4.961,no
41,services,divorced,high.school,no,yes,no,cellular,tue,5,999,nonexistent,93.918,-42.7,4.961,no
24,blue-collar,married,professional.course,no,no,no,cellular,tue,8,999,nonexistent,93.918,-42.7,4.961,no
